Mod:Item:MetaData, Localized Name
tconstruct:axe_head:0, Wyvern Axe Head
tconstruct:axe_head:0, Awakened Axe Head
tconstruct:axe_head:0, Chaotic Axe Head
tconstruct:axe_head:0, Emerald Axe Head
tconstruct:axe_head:0, Bloodwood Axe Head
tconstruct:axe_head:0, Fusewood Axe Head
tconstruct:axe_head:0, Ghostwood Axe Head
tconstruct:axe_head:0, Darkwood Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Fake-Iron Broad Axe Head
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Mithril Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Tin Broad Axe Head
tconstruct:broad_axe_head:0, Brass Broad Axe Head
tconstruct:broad_axe_head:0, Zinc Broad Axe Head
tconstruct:broad_axe_head:0, Refined Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Refined Glowstone Broad Axe Head
tconstruct:broad_axe_head:0, Osmium Broad Axe Head
tconstruct:broad_axe_head:0, Manasteel Broad Axe Head
tconstruct:broad_axe_head:0, Terrasteel Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Gaia Spirit Broad Axe Head
tconstruct:broad_axe_head:0, Yellorium Broad Axe Head
tconstruct:broad_axe_head:0, Cyanite Broad Axe Head
tconstruct:broad_axe_head:0, Blutonium Broad Axe Head
tconstruct:broad_axe_head:0, Ludicrite Broad Axe Head
tconstruct:broad_axe_head:0, Quartz Enriched Iron Broad Axe Head
tconstruct:broad_axe_head:0, Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Awakened Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Chaotic Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Psigem Broad Axe Head
tconstruct:broad_axe_head:0, Ivory Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Ebony Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Dark Matter Broad Axe Head
tconstruct:broad_axe_head:0, Red Matter Broad Axe Head
tconstruct:broad_axe_head:0, Fluxed Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Refined Iron Broad Axe Head
tconstruct:broad_axe_head:0, Chrome Broad Axe Head
tconstruct:broad_axe_head:0, Advanced Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Yellow Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Red Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Rubber Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Litherite Broad Axe Head
tconstruct:broad_axe_head:0, Erodium Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Amethyst Broad Axe Head
tconstruct:broad_axe_head:0, Kyronite Broad Axe Head
tconstruct:broad_axe_head:0, Tanzanite Broad Axe Head
tconstruct:broad_axe_head:0, Malachite Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Osmiridium Broad Axe Head
tconstruct:broad_axe_head:0, Aethium Broad Axe Head
tconstruct:broad_axe_head:0, Emeradic Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Diamatine Broad Axe Head
tconstruct:broad_axe_head:0, Restonia Broad Axe Head
tconstruct:broad_axe_head:0, Osgloglas Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Mica Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Alumite Broad Axe Head
tconstruct:broad_axe_head:0, Ionite Broad Axe Head
tconstruct:broad_axe_head:0, Palis Broad Axe Head
tconstruct:broad_axe_head:0, Pladium Broad Axe Head
tconstruct:broad_axe_head:0, Amber Broad Axe Head
tconstruct:broad_axe_head:0, Black Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Enori Broad Axe Head
tconstruct:broad_axe_head:0, Void Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Boron Broad Axe Head
tconstruct:broad_axe_head:0, Tough Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Hard Carbon Broad Axe Head
tconstruct:broad_axe_head:0, Boron Nitride Broad Axe Head
tconstruct:broad_axe_head:0, Thorium Broad Axe Head
tconstruct:broad_axe_head:0, Uranium Broad Axe Head
tconstruct:broad_axe_head:0, Magnesium Broad Axe Head
tconstruct:broad_axe_head:0, Chocolate Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Amber Broad Axe Head
tconstruct:broad_axe_head:0, Heliodor Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Green Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Indicolite Broad Axe Head
tconstruct:broad_axe_head:0, Aquamarine Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Iolite Broad Axe Head
tconstruct:broad_axe_head:0, Amethyst Broad Axe Head
tconstruct:broad_axe_head:0, Agate Broad Axe Head
tconstruct:broad_axe_head:0, Morganite Broad Axe Head
tconstruct:broad_axe_head:0, Onyx Broad Axe Head
tconstruct:broad_axe_head:0, Opal Broad Axe Head
tconstruct:broad_axe_head:0, Carnelian Broad Axe Head
tconstruct:broad_axe_head:0, Spinel Broad Axe Head
tconstruct:broad_axe_head:0, Citrine Broad Axe Head
tconstruct:broad_axe_head:0, Jasper Broad Axe Head
tconstruct:broad_axe_head:0, Golden Beryl Broad Axe Head
tconstruct:broad_axe_head:0, Moldavite Broad Axe Head
tconstruct:broad_axe_head:0, Malachite Broad Axe Head
tconstruct:broad_axe_head:0, Turquoise Broad Axe Head
tconstruct:broad_axe_head:0, Moonstone Broad Axe Head
tconstruct:broad_axe_head:0, Blue Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Tanzanite Broad Axe Head
tconstruct:broad_axe_head:0, Violet Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Lepidolite Broad Axe Head
tconstruct:broad_axe_head:0, Ametrine Broad Axe Head
tconstruct:broad_axe_head:0, Black Diamond Broad Axe Head
tconstruct:broad_axe_head:0, Alexandrite Broad Axe Head
tconstruct:broad_axe_head:0, Pyrope Broad Axe Head
tconstruct:broad_axe_head:0, Coral Broad Axe Head
tconstruct:broad_axe_head:0, Sunstone Broad Axe Head
tconstruct:broad_axe_head:0, Cat's Eye Broad Axe Head
tconstruct:broad_axe_head:0, Zircon Broad Axe Head
tconstruct:broad_axe_head:0, Jade Broad Axe Head
tconstruct:broad_axe_head:0, Chrysoprase Broad Axe Head
tconstruct:broad_axe_head:0, Apatite Broad Axe Head
tconstruct:broad_axe_head:0, Fluorite Broad Axe Head
tconstruct:broad_axe_head:0, Kyanite Broad Axe Head
tconstruct:broad_axe_head:0, Sodalite Broad Axe Head
tconstruct:broad_axe_head:0, Ammolite Broad Axe Head
tconstruct:broad_axe_head:0, Kunzite Broad Axe Head
tconstruct:broad_axe_head:0, Rose Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Tektite Broad Axe Head
tconstruct:broad_axe_head:0, Pearl Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Amber Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Heliodor Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Green Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Indicolite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Aquamarine Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Iolite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Amethyst Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Agate Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Morganite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Onyx Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Opal Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Carnelian Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Spinel Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Citrine Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Jasper Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Golden Beryl Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Moldavite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Malachite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Turquoise Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Moonstone Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Blue Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Tanzanite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Violet Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Lepidolite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Ametrine Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Black Diamond Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Alexandrite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Pyrope Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Coral Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Sunstone Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Cat's Eye Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Zircon Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Jade Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Chrysoprase Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Apatite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Fluorite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Kyanite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Sodalite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Ammolite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Kunzite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Rose Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Tektite Broad Axe Head
tconstruct:broad_axe_head:0, Supercharged Pearl Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Broad Axe Head
tconstruct:broad_axe_head:0, Awakened Broad Axe Head
tconstruct:broad_axe_head:0, Chaotic Broad Axe Head
tconstruct:broad_axe_head:0, Emerald Broad Axe Head
tconstruct:broad_axe_head:0, Bloodwood Broad Axe Head
tconstruct:broad_axe_head:0, Fusewood Broad Axe Head
tconstruct:broad_axe_head:0, Ghostwood Broad Axe Head
tconstruct:broad_axe_head:0, Darkwood Broad Axe Head
tconstruct:sword_blade:0, Electrical Sword Blade
tconstruct:sword_blade:0, Energetic Sword Blade
tconstruct:sword_blade:0, Vibrant Sword Blade
tconstruct:sword_blade:0, Red Sword Blade
tconstruct:sword_blade:0, Conductive Sword Blade
tconstruct:sword_blade:0, Pulsating Sword Blade
tconstruct:sword_blade:0, Dark Sword Blade
tconstruct:sword_blade:0, Souled Sword Blade
tconstruct:sword_blade:0, Sword Blade of the End
tconstruct:sword_blade:0, Fake-Iron Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Mithril Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Tin Sword Blade
tconstruct:sword_blade:0, Brass Sword Blade
tconstruct:sword_blade:0, Zinc Sword Blade
tconstruct:sword_blade:0, Refined Obsidian Sword Blade
tconstruct:sword_blade:0, Refined Glowstone Sword Blade
tconstruct:sword_blade:0, Osmium Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Gaia Spirit Sword Blade
tconstruct:sword_blade:0, Yellorium Sword Blade
tconstruct:sword_blade:0, Cyanite Sword Blade
tconstruct:sword_blade:0, Blutonium Sword Blade
tconstruct:sword_blade:0, Ludicrite Sword Blade
tconstruct:sword_blade:0, Quartz Enriched Iron Sword Blade
tconstruct:sword_blade:0, Draconium Sword Blade
tconstruct:sword_blade:0, Wyvern Draconium Sword Blade
tconstruct:sword_blade:0, Awakened Draconium Sword Blade
tconstruct:sword_blade:0, Chaotic Draconium Sword Blade
tconstruct:sword_blade:0, Psimetal Sword Blade
tconstruct:sword_blade:0, Psigem Sword Blade
tconstruct:sword_blade:0, Ivory Psimetal Sword Blade
tconstruct:sword_blade:0, Ebony Psimetal Sword Blade
tconstruct:sword_blade:0, Dark Matter Sword Blade
tconstruct:sword_blade:0, Red Matter Sword Blade
tconstruct:sword_blade:0, Fluxed Electrum Sword Blade
tconstruct:sword_blade:0, Refined Iron Sword Blade
tconstruct:sword_blade:0, Chrome Sword Blade
tconstruct:sword_blade:0, Advanced Alloy Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Yellow Garnet Sword Blade
tconstruct:sword_blade:0, Red Garnet Sword Blade
tconstruct:sword_blade:0, Rubber Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Litherite Sword Blade
tconstruct:sword_blade:0, Erodium Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Amethyst Sword Blade
tconstruct:sword_blade:0, Kyronite Sword Blade
tconstruct:sword_blade:0, Tanzanite Sword Blade
tconstruct:sword_blade:0, Malachite Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Osmiridium Sword Blade
tconstruct:sword_blade:0, Aethium Sword Blade
tconstruct:sword_blade:0, Emeradic Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Diamatine Sword Blade
tconstruct:sword_blade:0, Restonia Sword Blade
tconstruct:sword_blade:0, Osgloglas Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Mica Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Topaz Sword Blade
tconstruct:sword_blade:0, Alumite Sword Blade
tconstruct:sword_blade:0, Ionite Sword Blade
tconstruct:sword_blade:0, Palis Sword Blade
tconstruct:sword_blade:0, Pladium Sword Blade
tconstruct:sword_blade:0, Amber Sword Blade
tconstruct:sword_blade:0, Black Quartz Sword Blade
tconstruct:sword_blade:0, Enori Sword Blade
tconstruct:sword_blade:0, Void Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Treated Wood Sword Blade
tconstruct:sword_blade:0, Boron Sword Blade
tconstruct:sword_blade:0, Tough Alloy Sword Blade
tconstruct:sword_blade:0, Hard Carbon Sword Blade
tconstruct:sword_blade:0, Boron Nitride Sword Blade
tconstruct:sword_blade:0, Thorium Sword Blade
tconstruct:sword_blade:0, Uranium Sword Blade
tconstruct:sword_blade:0, Magnesium Sword Blade
tconstruct:sword_blade:0, Chocolate Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Garnet Sword Blade
tconstruct:sword_blade:0, Topaz Sword Blade
tconstruct:sword_blade:0, Amber Sword Blade
tconstruct:sword_blade:0, Heliodor Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Green Sapphire Sword Blade
tconstruct:sword_blade:0, Indicolite Sword Blade
tconstruct:sword_blade:0, Aquamarine Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Iolite Sword Blade
tconstruct:sword_blade:0, Amethyst Sword Blade
tconstruct:sword_blade:0, Agate Sword Blade
tconstruct:sword_blade:0, Morganite Sword Blade
tconstruct:sword_blade:0, Onyx Sword Blade
tconstruct:sword_blade:0, Opal Sword Blade
